afoxé,14.8679998
afurá,20.8093571
agacé,22.0331325
agadá,18.5447386
agala,20.2868354
agami,18.1091809
ágamo,21.0276107
ágapa,21.0523033
ágape,13.8495676
ágaro,21.6966603
ágata,13.668143
ágate,19.1652336
agati,19.5878911
agave,14.7127379
ágeno,21.6056885
ágino,21.6501403
agito,13.0846679
aglia,19.1501957
agoge,19.2858616
agogô,15.9653244
ágono,20.3103659
agora,7.10204989
agrar,17.8649181
agraz,18.5166243
ágria,20.1978879
agror,19.8359079
aguaí,14.900635
aguar,15.6880811
águas,9.70186732
aguça,14.530615
aguço,18.2103051
agude,18.3576761
agudo,12.2866497
águia,11.7985515
aguti,17.6971498
aiaçá,21.5631289
aiaia,16.6812744
aiará,22.0331325
aígue,21.9079694
ainda,6.66472722
ainsa,16.9824222
aiocá,18.4276347
aïoli,17.8995672
aipim,13.8936531
aipos,18.1858258
airão,15.2618845
airar,19.8508336
airol,21.2148222
aiuba,17.6867331
aiucá,20.2193941
aiuiú,21.7967437
aivão,20.4104494
ajabó,21.3071955
ajaja,18.404357
ajapá,19.057603
ajará,20.8699817
ajaré,21.850811
ajeru,20.0498348
ajuba,20.0590515
ajuda,8.38355133
ajuga,18.1052362
ajupá,22.1021254
ajupe,21.9079694
ajuri,17.1811023
ajuru,16.4665708
alabá,17.3971099
alabê,16.9592095
alado,13.8586362
alago,17.4252992
alalá,19.8359079
álalo,21.6501403
álamo,14.705352
alana,13.3636876
alano,15.5198035
alara,17.1049131
alare,20.2752746
albói,20.3591561
albor,17.253449
álbum,9.4971206
alçar,13.9636232
álcea,21.9079694
alçuz,21.850811
aldeã,16.5452973
aldol,18.5799754
alear,20.4104494
alefe,17.5415044
aleia,16.9471836
aleli,18.4739822
alelo,14.4423814
alemã,10.9630854
aleno,19.2605438
aleta,15.2172733
aleto,18.1052362
alfar,18.0149493
alfas,15.2297753
alfil,18.424018
alfim,16.187272
alfir,20.7708908
alfol,20.9799826
alfoz,17.4140594
algal,17.8910566
algar,14.1930819
algaz,19.6474325
algia,17.1412808
algol,15.7553619
algor,17.6807064
algoz,13.5471824
algum,8.30267817
alhal,19.4681832
alhas,18.1331821
aliar,12.8027935
aliás,9.74202963
álibi,14.3577412
álica,20.6303089
álife,21.0523033
alijo,17.6142919
alila,17.0810684
alilo,18.4349074
alime,17.0363708
alita,16.0358516
aljuz,21.4830862
almuz,21.7454505
alodê,19.6535864
aloés,16.0220288
alojo,18.3885533
alose,20.3467336
alote,20.1064537
altar,11.2740785
alter,12.8993709
altor,16.9957471
altos,10.3087119
aluar,18.4367339
aluda,17.7236766
alude,13.8159279
alufá,18.58845
aluir,17.2231185
alujá,18.056571
álula,19.8659854
alume,17.7059141
aluno,9.59483396
alvão,15.5360559
alvar,15.5396813
álveo,17.1671377
alvor,14.0405709
amada,10.9049092
amado,10.5771119
âmago,13.3278677
amalá,16.6975194
amame,17.1283517
amana,15.4799591
amapá,11.6508014
amaro,11.5372117
ambão,16.259824
âmbar,13.2310211
ambia,18.6589638
ambom,15.2272623
ambos,9.43745138
ambre,15.7702423
ambuá,20.6981315
ambuí,22.0331325
amear,19.6597784
ameba,14.613672
ameia,16.7526397
ameju,21.6056885
amela,17.7894106
amelê,21.7454505
amelo,18.8634469
ameno,13.2470018
amial,16.735482
amiba,17.7922855
amida,15.5160523
amido,12.300544
amiga,9.15744031
amigo,8.54137217
amila,17.8444884
amilo,16.8736942
amina,14.8053732
amino,14.3109568
amita,17.6403308
amito,17.5795607
âmnio,17.0862657
amojo,20.0407024
amomo,20.3103659
amora,12.509842
amoré,15.3682134
amota,20.0777436
amplo,10.5340444
amuar,16.9447135
amura,16.8124164
amurê,22.1021254
amuri,17.8910566
amuso,19.537176
anabi,19.5593992
anacã,17.0763669
anacé,17.75832
anaco,17.6884617
anafa,20.1064537
anafe,17.3326522
anaia,17.2749552
anais,11.7414956
anajá,16.4115247
anajé,19.2901443
ananá,18.9666312
anani,17.8097109
anano,18.654408
anãos,18.1901024
anari,16.3302393
anata,16.3697092
anate,17.5865674
anato,17.55277
anauê,16.5524936
ancho,15.3306809
ancil,19.3385053
andar,9.3891407
andas,13.1889212
andor,14.5542094
andua,21.9079694
anebo,21.1035966
anejo,18.0416824
anelo,15.4274738
anete,14.5251864
aneto,16.1565178
anexa,13.1142235
anexo,10.205389
angaú,21.0776211
anglo,12.504998
angor,17.9376775
angra,11.5621933
aniba,17.8126449
anibu,22.0331325
anima,12.173677
anime,10.8613302
ânimo,11.8422429
anina,17.6015224
ânion,15.4176923
anixi,18.654408
anixo,20.8699817
anjão,19.2563858
ânodo,15.3900375
anojo,19.7439705
anona,16.637386
anori,15.65448
anoso,15.995739
anoto,14.550901
ânsia,12.542452
antão,13.1324199
antar,16.6705892
antes,7.60808417
antre,16.6587805
antro,14.148556
anuaí,21.6501403
anual,10.2154707
anuir,16.2754934
anujá,20.7338495
ânulo,17.7639014
anuri,19.764449
anuro,16.7628718
anzol,13.4254529
aonde,10.4598322
aorta,13.822537
apaga,12.2047673
ápage,21.5631289
apapá,18.7522213
apara,14.4694475
aparo,15.8903785
apart,12.7693019
apear,15.937308
apecu,20.551528
apego,12.4308402
apelo,10.9970307
apero,17.9589907
apião,18.7957621
ápice,12.3111788
apicu,20.1664717
apiol,18.9151826
ápira,22.0331325
ápiro,21.2754468
apitã,21.5223069
apito,12.5016415
apitu,19.6352373
ápoca,17.5135202
ápode,19.8359079
apodo,16.6410213
apoio,8.65100775
apois,15.8370958
apojo,19.3250823
apolo,12.63424
áporo,17.9589907
ápoto,21.5223069
apreá,21.5631289
aptar,17.9410127
apuar,20.521675
apupo,17.8889402
apuro,14.3020209
aquém,12.5982629
áqueo,20.1562152
aqueu,17.9027775
árabe,11.2510547
arabi,16.056105
arabu,19.7372364
araçá,14.3869699
aracu,17.8805191
arada,15.6697597
arado,13.9349153
araiú,21.7454505
arale,17.7472498
aramá,19.3940752
arame,12.1711547
arara,12.8810783
arari,14.3765746
aratu,14.5682789
arauá,15.6055659
araué,21.5631289
araxá,12.7973129
arbim,21.1035966
arcal,18.4683057
arção,18.1972709
arcar,12.40684
arcaz,17.5244732
archa,18.7201594
árdea,20.6807397
arder,13.1581903
ardil,14.6416762
ardor,12.9398804
ardra,19.2077932
árduo,12.764951
areal,13.2365112
areão,15.7144047
arear,17.094829
areca,16.5795223
aredê,21.9079694
areia,10.1982482
arejo,18.0767737
arena,10.5906138
areou,20.4236946
arepa,16.4456342
arerê,16.3240309
arfar,15.5502291
arfil,21.1302648
argal,19.3752067
argão,16.5755348
argas,16.6790651
argau,19.8508336
argel,13.866992
argol,18.079328
árgon,17.3381216
argos,14.4606981
argot,18.056571
árias,14.9375155
aribé,17.5718327
aricá,18.5694821
aricó,18.2413957
árido,12.9968995
áries,13.0209505
arife,19.9289984
arigó,16.3815795
arila,17.6603148
arilo,16.7597911
arimã,17.4673964
arimo,19.526247
ariná,21.3738869
arino,17.242313
aripo,19.3566877
ariri,16.6895232
ariti,19.432915
arjão,20.7708908
armão,16.7974
armar,12.8354047
arméu,20.7708908
armim,18.0113587
armur,20.2303232
arnal,16.8291258
arnês,15.6336506
arocá,22.0331325
arola,16.6385963
aroma,11.4427054
arpão,15.01748
arpar,19.8583808
arpéu,18.2176204
arqué,18.3179358
arras,14.9120955
arrió,21.3071955
arroz,10.2190734
arruá,20.8291597
arses,19.252245
ársis,20.1064537
artão,18.2703832
artes,9.53896439
aruaí,19.9790088
aruba,13.5163794
arubé,19.8969956
aruca,19.4681832
aruga,19.8359079
arujo,18.1399526
árula,19.9209012
arumã,17.4393604
arurá,19.7853557
aruru,18.9666312
arval,17.257376
arxar,21.4830862
asado,16.2318201
asana,15.55575
ásaro,19.8659854
áscio,21.6056885
áscon,19.6352373
áscua,19.8508336
aselo,21.5631289
asilo,12.3828483
asnal,18.9210998
asnil,21.2148222
aspar,16.6440608
assai,15.6212048
assar,12.1094731
assaz,14.3272096
assim,6.99087714
assuã,16.9777363
áster,16.9203418
astre,18.7104975
astro,11.8102511
ataca,11.7520719
atada,15.0731644
atado,14.31789
ataná,21.6966603
atapu,19.0922085
atarê,19.9453922
atear,14.4973376
ateia,14.6751087
átele,21.2148222
atiça,14.9194477
ático,15.1224482
atiçu,21.6056885
atido,18.26575
átimo,15.375892
atino,17.0048756
atito,20.0226839
ativa,10.3532902
ativo,10.3955258
atlas,11.8121396
atled,22.1762334
atoar,18.7853454
atobá,16.7479004
átoco,22.1762334
atóis,16.2010546
átomo,12.5284175
átona,16.2376829
átono,15.952132
atora,17.4926787
atotô,16.9940178
atrás,8.71883967
atril,17.7192063
átrio,13.264382
atriz,10.0433284
atroo,20.1978879
atroz,13.7607322
atual,8.97421671
atuar,10.3195556
atuir,21.0276107
atxim,20.6140483
auaçu,20.9799826
auari,21.968594
auati,18.9420901
aução,21.9079694
audaz,14.3832812
áudio,10.052765
aueti,20.7338495
augir,20.7521987
auiba,20.5070762
aulir,21.1858347
aunar,18.9390644
aural,16.5337809
áurea,12.9693914
áureo,13.9277848
aurir,19.1960053
ausia,20.2303232
ausio,21.4453459
aúste,21.0776211
autor,8.72008378
autos,10.599601
auuva,21.968594
avará,20.521675
avaré,13.4500392
avari,17.6199303
avaro,15.8358741
avati,18.0270122
aveal,20.7708908
aveão,21.1302648
aveia,11.9977195
avelã,13.5407923
avena,15.4072982
avião,10.1859229
aviar,15.7329585
ávido,13.7767155
ávila,12.416705
avios,16.0549221
aviso,10.0296139
avito,17.9157227
avoar,17.558071
avoei,21.3071955
axexê,17.5084496
axial,13.5746707
axila,14.165644
áxilo,19.8891525
áxone,22.0331325
axoxô,19.1652336
azado,17.5171579
azalá,22.5439581
azara,17.195793
azeda,14.0950914
azedo,13.3033257
azeri,16.0029281
aziar,18.7699209
azida,17.2835734
ázigo,19.0274499
ázimo,16.3275739
azina,20.1978879
azoar,20.4645166
azola,18.9759916
azote,18.5305826
azoto,14.4835935
babal,17.9038499
babão,14.7273173
babar,13.2844573
babau,15.6082635
babel,12.979064
babul,19.4994357
bacia,11.1842421
bacio,14.3976032
bacon,11.8665579
badal,17.9103085
badém,21.3738869
badil,19.4378778
badio,17.8899978
bádur,21.2754468
baeco,20.6140483
baeta,14.1974215
bafar,19.8212018
bafio,16.8142192
bafum,21.0776211
bagar,17.7942067
bagel,15.4880703
bagem,18.9481691
bagre,14.344891
baguá,16.3306843
baião,12.7092373
baiar,18.2324136
baila,13.654512
baile,11.1944252
bairã,22.1762334
bairu,17.8889402
baita,12.3939144
baite,18.3593667
baixa,9.40020104
baixo,8.83856471
bajar,15.536257
balão,11.5935474
balar,18.0453838
balbo,15.6365363
balça,17.760177
balda,15.7645414
balde,12.0208504
baldo,15.1245776
balha,16.871781
balho,15.5843486
balim,18.3543034
balio,15.1985933
balir,17.1712551
balsa,12.9767051
balso,18.4701943
bamba,13.3669103
bambê,21.2148222
bambo,15.7857346
bambu,12.1014204
banal,12.6591891
banca,10.5053815
banco,8.78100906
banda,8.790362
bando,11.2365205
banga,16.3172019
bango,17.0810684
bangu,12.5741264
banha,12.9471392
banho,9.38940212
banir,13.3795337
banja,16.3790073
banjo,14.0421945
banto,15.3815607
bantu,14.7030769
banza,16.3836889
banzé,15.7478796
banzo,15.5532925
baobá,15.0595271
baque,13.6489832
barão,11.3203427
baraú,21.3071955
barba,11.481898
barbo,16.0809287
barca,12.6369822
barco,10.4176366
barda,15.6894864
bardo,13.8723286
barga,16.6727798
bária,19.8212018
bário,14.9225453
barra,9.56490897
barro,11.4276173
basal,13.4779887
basco,13.5778857
basim,19.0886935
básio,19.0851909
bassê,17.1942086
basta,9.22116083
basto,13.1981161
batch,14.6281638
batel,13.4602524
bater,10.2415042
bátis,21.0276107
batom,10.9531256
batos,17.5385215
baúle,21.1035966
baúna,18.5126717
bauru,11.5934362
bazar,12.0800583
beabá,16.2918402
beata,13.8072725
beato,13.251004
beber,10.3827329
bebes,12.7946065
bebum,14.9358043
bedel,16.3240309
bedém,20.8699817
beduí,21.6501403
bedum,18.1078643
begue,18.5225826
beiça,17.5186167
beiço,15.0942016
beija,11.5572389
beijo,9.60600277
beiju,15.1609353
beira,10.1826454
beiro,16.7910328
beiru,17.8899978
belão,17.1318162
belaz,18.4912075
belfa,19.3940752
belfo,18.5265746
belga,12.1505384
belho,17.641981
bélis,20.1260622
beliz,17.3212028
bemba,16.8829285
bembé,17.9738396
bemol,14.2092999
bença,15.1769513
bengo,14.9828366
benim,15.3050623
bento,10.3800058
beque,15.5869895
berba,18.8606497
berça,18.5529186
berço,11.0508987
beréu,19.5047408
berma,14.8544853
berne,15.2985409
berno,16.8694901
béroe,20.0683539
berra,13.9816004
berro,13.7127331
berta,13.646838
bespa,19.6849369
bessa,12.7472581
besta,11.5370219
betão,12.8131917
betar,16.8543497
betel,13.7503461
bétis,15.5994424
betle,18.8803965
betre,20.6807397
biaba,19.1464713
biana,16.8698715
biari,20.6303089
biaro,21.0523033
bibió,21.5223069
biblá,21.6056885
bical,16.7801613
bicão,15.8478846
bicar,15.9137146
bicha,12.9802104
bicho,10.899676
bidão,16.2841643
bíduo,20.551528
biela,14.0065049
bieno,18.906372
bifar,19.0782222
bigla,21.4453459
bigle,19.7575761
biguá,15.7421809
bijuí,21.6056885
bilau,15.3660061
bilha,15.4344419
bilhó,18.3509421
bílis,15.0433672
bilro,15.7296592
bimar,19.6977576
bimba,14.3112226
bimbo,15.0237838
binar,18.1958331
binda,16.4903016
binga,16.0125947
bingo,12.3073691
biniú,22.2562761
bioco,18.2828444
bioma,12.9627901
biose,19.3612854
biota,14.6267457
bipar,17.7751585
birmã,21.0276107
birra,13.3362769
birro,16.8683466
bisão,15.8149309
bisar,16.3575209
bisca,15.763279
bisco,17.418012
bisel,15.4948962
bispo,10.6466028
bisso,17.1712551
bitar,15.7481281
bíter,20.4104494
bitre,19.8583808
bívio,20.3973773
black,10.1022562
blasé,14.9551845
blast,13.2922306
blata,20.2413731
blefe,14.5803048
blend,13.55031
bleso,20.1360125
blini,17.5991462
blitz,12.3108911
bloco,10.0734512
bluco,21.5223069
blues,11.4950366
blusa,10.7805395
blush,12.0223104
boabá,20.4507233
boana,17.8515914
boate,12.0298932
boato,12.6902212
boava,17.7445012
bobal,18.3002362
bobar,19.3031034
bocal,13.3581723
bocar,18.4403969
bocas,11.6404414
bocel,19.0046104
bocha,14.0696957
boche,17.6175099
bócio,15.1135804
bocué,21.6501403
bodar,19.1766623
bodas,12.2866536
bodum,16.8806119
bofar,20.8093571
bogar,18.3050324
bogue,17.4353227
boião,15.9590133
boiar,14.8559101
boiça,17.1234231
boiçu,20.6303089
boimé,21.6501403
boina,13.5296732
boiru,21.0523033
boîte,17.1899959
bojar,19.5316966
bojuí,21.1035966
bolão,12.9287084
bolar,14.1299304
bolas,10.9226338
bolbo,15.9311707
boldo,14.6023464
boléu,19.4084639
bolha,11.9104827
bolim,17.3690647
bolor,14.2992738
bolsa,9.43910722
bolso,10.6110483
bomba,10.2902489
bombo,14.9643361
bonde,12.0125614
bongo,13.9370665
bônus,11.2388895
bonza,19.2901443
bonzo,16.3472878
boque,16.8771471
boral,18.6820595
bórax,16.0336998
borco,17.6054954
borda,11.5643065
bordo,10.8993672
borga,15.4814809
borgo,14.1518496
borla,13.767208
borne,14.5991114
borno,16.5678893
bornu,18.3990613
boroa,17.9646757
borra,13.5029968
borro,16.3593512
bosca,17.1878961
bóson,14.899411
bossa,12.0027128
bosta,12.0229214
botão,9.88084399
botar,11.7052098
botim,16.258167
bóton,16.8607564
botox,13.00966
bouba,16.6939932
bouça,15.673674
boxar,21.5631289
bóxer,18.894744
brabo,13.9302837
braça,16.4234166
braço,10.2415965
brado,13.9011117
braga,10.2734189
brala,19.0307557
brama,15.806069
brame,17.3152291
brami,18.7372957
brasa,12.567561
brava,11.9143481
bravo,11.6147636
break,11.8945913
brear,19.6535864
breca,15.2049978
bredo,17.254009
brega,12.4257267
breja,14.7415671
brejo,12.5220211
brema,17.6561184
brete,16.0847495
breve,9.36412052
brial,18.866252
briba,17.362799
brica,16.0285872
brida,15.1888142
briga,10.719744
briol,17.7263684
brisa,11.5523446
brise,15.7278309
brita,13.8380564
briza,15.7451501
broca,13.0576457
broco,17.2664105
broma,16.6597077
bromo,15.3206625
brota,13.1561971
brote,15.5945279
broto,13.7665911
broxa,15.1672414
bruaá,17.4495265
bruco,18.191532
bruma,13.9076199
bruno,9.81621886
bruta,11.5256241
bruto,11.3691289
bruxa,11.7898141
bruxo,12.8585506
bubão,17.9646757
bucal,11.4837868
bucha,12.8289108
bucho,14.3488085
bucim,18.9270522
buclê,18.0282265
bucre,21.1576638
buçuí,22.5439581
bufão,15.4169781
bufar,15.7821282
bufir,21.9079694
bufos,16.0610207
buggy,13.055069
bugia,17.7344875
bugio,14.561428
bugle,17.4333099
bugre,13.9429959
buído,19.1690287
bujão,15.0995796
bular,17.2133887
bulbo,13.4608074
bulha,15.6327643
bulir,15.7418103
bumba,13.9162776
bumbo,14.1147222
bunda,10.8247984
bundo,17.3326522
bunho,18.4758815
buquê,12.7058865
burca,14.884682
burdo,19.2358512
burel,16.108164
burgo,14.0749753
buril,15.9272982
burla,13.9195861
burnu,19.565033
burra,12.4395954
burro,11.4025151
bursa,15.5160523
busca,8.47800098
busto,12.4743067
búteo,19.1614529
butiá,14.6538747
butim,15.8219971
bútio,18.7447306
butre,20.9569931
butua,19.3940752
buvar,21.2148222
buxal,21.1302648
búzio,15.4160861
caaba,16.1264999
caacó,21.968594
caaçu,21.1302648
caaeé,21.1858347
caama,18.3990613
caami,19.2077932
caapi,16.5367843
caaxi,21.0776211
cabal,13.1849009
cabaú,19.8285278
cabaz,14.420071
caber,12.7291015
cabiú,21.6966603
caboz,17.8700914
cabra,12.0397921
cabre,18.3509421
cabro,18.4854327
cação,13.9189874
caçar,12.3019845
cacau,11.5484914
cácea,21.6056885
cacha,16.3667058
cache,11.7925896
cacho,13.644667
cachu,17.1219493
cacim,18.8276797
caciz,20.9345202
cacto,14.1110407
caçuá,17.2963495
caddy,15.518815
cadoz,18.5799754
caeté,14.0580492
cafiz,20.9569931
cafra,19.9704981
cafre,17.7932457
cafta,17.0233865
cafua,17.7932457
cafus,20.1664717
cafuz,19.1280546
cagão,14.8149557
cagar,13.5226686
cagoã,22.1021254
caiar,16.9781614
caíba,20.2868354
caicó,12.7988543
caída,13.0822885
caído,11.7823576
cairé,18.4701943
cairi,19.611284
cairo,12.4749938
caité,18.8889802
caíva,21.3399853
caixa,8.73600911
cajão,19.014335
cajuí,17.5588306
calão,13.8400457
calar,11.7838402
calau,17.4998164
calça,10.3979936
calce,14.859583
calço,14.1258735
calda,11.8390696
caldo,11.4182356
calha,12.7917005
calhe,16.8192843
calim,17.9830882
cálix,16.5738307
caliz,19.2605438
calma,10.3211316
calmo,11.3643709
calom,18.7348296
calor,9.79991045
calpa,20.2752746
calta,19.2944454
calva,15.3887353
calvo,13.849214
camaá,21.9079694
camal,17.8921164
camão,18.4096809
camar,16.3869792
camau,20.598048
camba,16.6705892
cambo,16.8218265
campa,14.7484488
campé,21.3399853
campo,8.37713155
camuá,19.8891525
canal,9.46606252
canas,13.5465498
canaz,20.3717349
cancã,17.6086852
cande,17.0600837
cândi,18.4701943
cando,14.8829018
canga,14.1162764
cango,17.3176143
canha,15.0938786
canho,17.232944
canil,12.4895633
canja,13.8340898
canoa,12.254649
canoé,18.6566833
cânon,13.72811
canso,12.7205605
cantã,20.6636453
cante,12.8514317
canto,9.88607449
canzá,20.0226839
canzo,19.6352373
caoba,17.7573928
capão,12.4698
capar,15.7660585
capaz,9.36155741
capiá,18.4459167
capim,12.1769812
capro,19.1063931
capsa,18.1886748
caput,11.4095411
capuz,12.7660842
caqui,13.8576225
caraí,16.2717103
carão,14.6928592
carda,16.5232045
cardo,14.6770229
caréu,20.6140483
carga,9.67426326
cargo,9.40703571
cárie,13.1476916
caril,14.0824186
cariú,20.5070762
cariz,13.4617921
carma,13.4150207
carme,16.102303
carne,9.48619587
caroá,16.8934202
carpa,14.2142465
carpo,14.6870793
carrê,18.2719324
carro,8.40307627
carta,9.42924507
carte,13.0807083
carto,15.1623179
caruá,17.7798867
cárus,21.0776211
casal,9.2780947
casão,16.3500064
casar,10.611794
casbá,18.0806076
casca,11.1954331
casco,12.6822189
caspa,13.4011237
cassa,14.5841
casse,16.1270443
casso,15.9796326
casta,12.8641907
casto,14.6549987
casus,17.0445156
catão,14.5135847
catar,13.0151883
catau,18.5225826
catch,13.4349002
catre,15.8260191
catuá,19.3118371
catur,17.9912515
caúba,21.4453459
caubi,16.3664752
cauda,11.9010311
cauim,16.1924909
caule,13.1697054
caúna,18.9949795
cauré,18.495076
cauri,18.8412854
causa,8.58431156
causo,13.9535351
cauto,17.4427376
cauxi,18.4096809
cavão,19.2237298
cavar,13.2942795
cávea,19.4478779
cávia,20.1260622
caxim,19.6849369
ceado,17.9854138
ceará,9.92671301
ceata,17.7874985
cecal,16.5967939
cecém,19.6785877
cécum,19.9875925
ceder,11.9452395
cedro,12.6997489
cegar,14.3317816
ceiba,15.9568674
ceifa,14.3823294
ceira,15.5098639
ceita,15.8426805
ceiva,18.5590978
ceive,18.0716846
celga,17.5920511
celha,17.8455
célio,13.1366722
cello,14.6577514
celso,10.7961327
celta,11.6920526
celte,19.7173022
cenho,14.7365385
cenra,20.7521987
censo,11.4612158
cento,10.1806833
cerar,18.571572
cerca,8.5763576
cerce,16.8702531
cerco,12.350088
cerda,15.3029899
cerdo,16.4436392
céreo,19.5936882
ceres,13.5755195
cério,16.2650199
cerne,12.7957413
cerol,14.7907639
cerro,12.6286244
certa,9.28667545
certo,8.44942776
cerva,14.7869545
cervo,13.9627266
césar,10.5767873
césio,14.7928174
cesta,11.2551295
cesto,12.3070387
cetal,19.0851909
cetil,17.6867331
cetim,11.8959071
cetra,16.6532352
cetro,13.7594217
cevão,20.8910351
cevar,16.532691
chabã,22.5439581
chabó,20.9799826
chabu,17.1160756
chaça,19.3612854
chaço,17.4884203
chaga,14.0160448
chajá,19.3845965
chalé,12.0168879
chalo,18.1717013
chama,9.5596448
chamo,11.4282238
chana,14.7236525
chapa,10.9539914
chape,14.3631083
chapo,15.9328136
chara,14.9768423
charo,16.6307555
chata,11.6245517
chato,10.9333445
chauá,17.6264133
chave,9.35046903
chavo,15.0849393
chebê,21.3071955
checo,13.7496384
cheda,17.720992
chefa,15.2398159
chefe,9.63236848
chega,9.02820944
cheia,9.81307512
cheio,9.66091965
chela,16.3282396
chena,17.6054954
cheta,16.5661982
chevá,22.2562761
chiar,14.9128498
chiba,14.7311304
chibé,17.2500951
chibo,16.8405461
chica,12.4936563
chico,10.3843216
chila,16.1548367
chile,10.7109964
chili,13.4070132
china,9.64689537
chino,14.5580957
chipa,16.7301593
chipo,18.8222889
chira,17.4447695
chiru,17.0269516
chita,13.7180392
choca,13.1058715
choco,13.9457996
chola,16.6256618
chona,17.6239772
chopa,18.5205926
chope,13.3281328
chora,11.333248
choro,10.9985935
chota,17.2080239
chuca,16.0724709
chuço,17.8344279
chufa,17.5983553
chula,14.3784366
chulé,14.3926568
chulo,14.74075
chuna,18.7348296
chupa,12.0484737
churi,18.571572
chuta,13.315756
chute,11.874561
chuto,14.6487705
chuva,9.49414611
chuxo,20.9125413
ciado,17.3696934
cíamo,22.0331325
ciano,14.1070836
cíato,21.3399853
cibar,19.352111
cicia,18.1508817
cicio,16.8240107
ciclo,9.76616455
cidra,14.7635158
cidró,18.0367684
ciena,17.0309775
ciese,19.7575761
cifar,20.1064537
cifra,11.8540912
cilha,17.0924429
cílio,15.3990249
cimba,17.5120688
cinca,17.1574264
cinco,8.69682802
cinor,20.6981315
cinta,12.4439494
cinto,11.3217089
cinza,10.484041
cioba,17.2489797
cioso,15.7035305
circo,11.1105726
círio,13.7901131
cirpo,20.7521987
cirro,17.9200753
cisão,13.2972001
cisar,19.0340725
cisca,16.3943035
cisco,11.9306439
cisel,18.8412854
cisma,13.8004265
cisne,12.7823542
cisso,18.1385948
cista,17.6687608
cisto,13.5367
citar,10.7377472
citro,16.7458761
ciúme,12.1473678
ciúro,21.850811
cível,11.3284479
civil,8.74642488
clade,16.7840054
clama,13.0643203
clara,9.77683234
claro,8.37735169
clava,15.3240721
clave,13.7406842
clean,11.8496751
clero,12.4588854
clima,9.74018457
clina,18.1078643
cline,15.981828
clipe,10.8899036
clise,19.2815972
clivo,18.1801521
clona,16.6108292
clone,12.4195072
clono,18.6453582
cloro,12.4761763
close,12.2095652
clown,14.176658
